AgentID;Operation;Result
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
140:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
140:;Current Health;Health.moreThanHalf
140:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
140:;Action Chosen;Action.eat
397:;Observation;Sentence: propositions: TREE^!DAY^GREEN, reward: Reward.none , evidence: 1 
397:;Current Health;Health.moreThanHalf
397:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
397:;Action Chosen;Action.eat
122:;Observation;Sentence: propositions: TREE^!DAY^ORANGE, reward: Reward.none , evidence: 1 
122:;Current Health;Health.moreThanHalf
122:;DecisionMakingSystem;{'eat': 5.70650937594184, 'explore': 5.54225208209486}
122:;Action Chosen;Action.eat
